action_count,dataset,full_evidence_delta,harmful_expansions,outcome,query_id,question_type,slice,support_count,support_recall_delta
2.0,2wiki,0.0,2.0,tie,13b377680bde11eba7f7acde48001122,compositional,rescuable,2,0.0
2.0,2wiki,0.0,1.0,win,1597b4be086311ebbd5eac1f6bf848b6,bridge_comparison,rescuable,4,0.25
2.0,2wiki,0.0,2.0,tie,15b9210e0baf11ebab90acde48001122,inference,rescuable,2,0.0
0.0,2wiki,0.0,0.0,tie,15bb405608da11ebbd9cac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,162a922a0bb011ebab90acde48001122,inference,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,164376040bde11eba7f7acde48001122,compositional,rescuable,2,0.0
0.0,2wiki,0.0,0.0,tie,1682466f08e011ebbda1ac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,1.0,win,16b5529e085d11ebbd5cac1f6bf848b6,bridge_comparison,rescuable,4,0.25
0.0,2wiki,0.0,0.0,tie,17384fa3087411ebbd67ac1f6bf848b6,bridge_comparison,rescuable,4,0.0
1.0,2wiki,0.0,0.0,win,1767e56608e011ebbda1ac1f6bf848b6,bridge_comparison,rescuable,4,0.25
2.0,2wiki,0.0,2.0,tie,17904a03087611ebbd67ac1f6bf848b6,bridge_comparison,rescuable,4,0.0
0.0,2wiki,0.0,0.0,tie,179836cc0baf11ebab90acde48001122,inference,rescuable,2,0.0
0.0,2wiki,0.0,0.0,tie,18223918088411ebbd6dac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,1.0,1.0,win,184f7ca00bb011ebab90acde48001122,inference,rescuable,2,0.5
2.0,2wiki,1.0,1.0,win,185a906e0bdc11eba7f7acde48001122,compositional,rescuable,2,0.5
1.0,2wiki,0.0,0.0,tie,186e24f20bb011ebab90acde48001122,inference,already_solved,2,0.0
0.0,2wiki,0.0,0.0,tie,18c3a6a40bdb11eba7f7acde48001122,compositional,already_solved,2,0.0
2.0,2wiki,1.0,1.0,win,18fa62c20bde11eba7f7acde48001122,compositional,rescuable,2,0.5
1.0,2wiki,0.0,1.0,tie,19813bf40bb011ebab90acde48001122,inference,already_solved,2,0.0
2.0,2wiki,0.0,1.0,win,19e6c50608d711ebbd99ac1f6bf848b6,bridge_comparison,rescuable,4,0.25
2.0,2wiki,0.0,2.0,tie,1a2684b5086e11ebbd62ac1f6bf848b6,bridge_comparison,rescuable,4,0.0
2.0,2wiki,1.0,1.0,win,1add88540bb011ebab90acde48001122,inference,rescuable,2,0.5
2.0,2wiki,0.0,2.0,tie,1ae198fd08c411ebbd8eac1f6bf848b6,bridge_comparison,rescuable,4,0.0
2.0,2wiki,0.0,2.0,tie,1b71d1fe0baf11ebab90acde48001122,inference,anchor_failure,2,0.0
2.0,2wiki,1.0,1.0,win,1b7752be0bdc11eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,1.0,1.0,win,1baf4cae0bb011ebab90acde48001122,inference,rescuable,2,0.5
2.0,2wiki,0.0,2.0,tie,1c113ece0baf11ebab90acde48001122,inference,rescuable,2,0.0
2.0,2wiki,0.0,1.0,win,1c1acbe708d111ebbd95ac1f6bf848b6,bridge_comparison,rescuable,4,0.25
2.0,2wiki,0.0,2.0,tie,1c7eb2640bb011ebab90acde48001122,inference,rescuable,2,0.0
2.0,2wiki,0.0,1.0,win,1d16ce32089011ebbd72ac1f6bf848b6,bridge_comparison,rescuable,4,0.25
2.0,2wiki,1.0,1.0,win,1d50380c0bdd11eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,1.0,1.0,win,1d5d77580bdb11eba7f7acde48001122,compositional,rescuable,2,0.5
0.0,2wiki,0.0,0.0,tie,1dad6435091f11ebbdaeac1f6bf848b6,comparison,already_solved,2,0.0
0.0,2wiki,0.0,0.0,tie,1dbd09b308a111ebbd78ac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,1.0,1.0,win,1df3448c0bda11eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,0.0,2.0,tie,1e22e65308a011ebbd78ac1f6bf848b6,bridge_comparison,rescuable,4,0.0
1.0,2wiki,1.0,0.0,win,1e9d0e980bdc11eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,1.0,1.0,win,1f3e4da20bb011ebab90acde48001122,inference,rescuable,2,0.5
2.0,2wiki,0.0,1.0,win,1f700308087011ebbd62ac1f6bf848b6,bridge_comparison,rescuable,4,0.25
2.0,2wiki,0.0,2.0,tie,1f715224089a11ebbd77ac1f6bf848b6,bridge_comparison,rescuable,4,0.0
2.0,2wiki,0.0,1.0,tie,1f9e4658084f11ebbd56ac1f6bf848b6,bridge_comparison,rescuable,4,0.0
2.0,2wiki,0.0,1.0,win,1fd0e1ac08af11ebbd83ac1f6bf848b6,bridge_comparison,rescuable,4,0.25
2.0,2wiki,1.0,1.0,win,1ffb1be40bb011ebab90acde48001122,inference,rescuable,2,0.5
2.0,2wiki,0.0,2.0,tie,2002bf0c0bb011ebab90acde48001122,inference,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,20245a760bde11eba7f7acde48001122,compositional,rescuable,2,0.0
2.0,2wiki,0.0,2.0,tie,207788f1084a11ebbd55ac1f6bf848b6,comparison,already_solved,2,0.0
0.0,2wiki,0.0,0.0,tie,20bbba2e088c11ebbd6fac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,20dfd443092011ebbdaeac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,214eda5a0bdb11eba7f7acde48001122,compositional,rescuable,2,0.0
2.0,2wiki,0.0,1.0,tie,215df1140bb011ebab90acde48001122,inference,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,2164ef1e0bdd11eba7f7acde48001122,compositional,rescuable,2,0.0
0.0,2wiki,0.0,0.0,tie,21d6677808d311ebbd96ac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,21ec1e0e0baf11ebab90acde48001122,inference,rescuable,2,0.0
2.0,2wiki,0.0,2.0,tie,225601a60bdd11eba7f7acde48001122,compositional,anchor_failure,2,0.0
2.0,2wiki,0.0,1.0,win,22d0830d087911ebbd67ac1f6bf848b6,bridge_comparison,rescuable,4,0.25
1.0,2wiki,0.0,0.0,tie,233a58480baf11ebab90acde48001122,inference,already_solved,2,0.0
2.0,2wiki,0.0,1.0,win,23bada5a08a711ebbd7fac1f6bf848b6,bridge_comparison,rescuable,4,0.25
1.0,2wiki,0.0,1.0,tie,2400d650085111ebbd58ac1f6bf848b6,comparison,already_solved,2,0.0
0.0,2wiki,0.0,0.0,tie,243f2cd6085611ebbd59ac1f6bf848b6,comparison,already_solved,2,0.0
1.0,2wiki,0.0,1.0,tie,244f00a60bde11eba7f7acde48001122,compositional,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,248c35e00baf11ebab90acde48001122,inference,rescuable,2,0.0
2.0,2wiki,1.0,1.0,win,2622553e0bdb11eba7f7acde48001122,compositional,rescuable,2,0.5
1.0,2wiki,0.0,0.0,win,267f88aa08d711ebbd99ac1f6bf848b6,bridge_comparison,rescuable,4,0.25
2.0,2wiki,0.0,2.0,tie,26be950e08e111ebbda2ac1f6bf848b6,bridge_comparison,rescuable,4,0.0
0.0,2wiki,0.0,0.0,tie,26d0b2f2085511ebbd59ac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,1.0,1.0,win,270c5b4c0baf11ebab90acde48001122,inference,rescuable,2,0.5
2.0,2wiki,0.0,2.0,tie,27172a860bdc11eba7f7acde48001122,compositional,rescuable,2,0.0
1.0,2wiki,1.0,0.0,win,27d8771e0bdb11eba7f7acde48001122,compositional,rescuable,2,0.5
1.0,2wiki,0.0,1.0,tie,27d8ec30091f11ebbdaeac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,1.0,tie,27e835ee0bb011ebab90acde48001122,inference,already_solved,2,0.0
2.0,2wiki,1.0,1.0,win,27efedf20bb011ebab90acde48001122,inference,rescuable,2,0.5
2.0,2wiki,0.0,1.0,win,2817c05d08b811ebbd88ac1f6bf848b6,bridge_comparison,rescuable,4,0.25
2.0,2wiki,1.0,1.0,win,284eb220091611ebbdaeac1f6bf848b6,comparison,rescuable,2,0.5
0.0,2wiki,0.0,0.0,tie,2863da140bb011ebab90acde48001122,inference,already_solved,2,0.0
0.0,2wiki,0.0,0.0,tie,29105d7a08c211ebbd8bac1f6bf848b6,bridge_comparison,unreachable,4,0.0
1.0,2wiki,0.0,1.0,tie,2970a097087111ebbd63ac1f6bf848b6,comparison,already_solved,2,0.0
1.0,2wiki,0.0,1.0,tie,29bfaeec0bb011ebab90acde48001122,inference,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,2ab21c22085411ebbd59ac1f6bf848b6,bridge_comparison,rescuable,4,0.0
2.0,2wiki,0.0,1.0,win,2b42746a08cf11ebbd94ac1f6bf848b6,bridge_comparison,rescuable,4,0.25
2.0,2wiki,1.0,1.0,win,2b4c3a240baf11ebab90acde48001122,inference,rescuable,2,0.5
2.0,2wiki,0.0,1.0,tie,2b7e05f20bde11eba7f7acde48001122,compositional,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,2c0c5d6c0bb011ebab90acde48001122,inference,rescuable,2,0.0
0.0,2wiki,0.0,0.0,tie,2ccc68a108fe11ebbdadac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,1.0,win,2d7f8dac088311ebbd6dac1f6bf848b6,bridge_comparison,rescuable,4,0.25
2.0,2wiki,1.0,1.0,win,2d83ae120bdc11eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,1.0,1.0,win,2d907ba60bdc11eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,0.0,1.0,win,2d9a29e208d711ebbd99ac1f6bf848b6,bridge_comparison,rescuable,4,0.25
2.0,2wiki,0.0,2.0,tie,2da46a3f08f311ebbdaaac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,1.0,1.0,win,2e0b4cb40bdc11eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,0.0,2.0,tie,2e1a14d60bde11eba7f7acde48001122,compositional,rescuable,2,0.0
1.0,2wiki,0.0,1.0,tie,2e612b41089c11ebbd78ac1f6bf848b6,bridge_comparison,rescuable,4,0.0
2.0,2wiki,0.0,1.0,win,2ea4c392089611ebbd76ac1f6bf848b6,bridge_comparison,rescuable,4,0.25
2.0,2wiki,0.0,2.0,tie,2eb4b1040bb011ebab90acde48001122,inference,rescuable,2,0.0
2.0,2wiki,1.0,1.0,win,2ec36c440bb011ebab90acde48001122,inference,rescuable,2,0.5
1.0,2wiki,0.0,1.0,tie,2ec440560bb011ebab90acde48001122,inference,rescuable,2,0.0
2.0,2wiki,1.0,1.0,win,2ec80f4c0bb011ebab90acde48001122,inference,rescuable,2,0.5
2.0,2wiki,1.0,1.0,win,2ef2a1900baf11ebab90acde48001122,inference,rescuable,2,0.5
2.0,2wiki,0.0,2.0,tie,2efd86dc0baf11ebab90acde48001122,inference,rescuable,2,0.0
2.0,2wiki,1.0,1.0,win,2f3b107c0bde11eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,0.0,2.0,loss,2f3c0934087b11ebbd67ac1f6bf848b6,bridge_comparison,rescuable,4,-0.25
2.0,2wiki,0.0,2.0,tie,2f6c960c0bb011ebab90acde48001122,inference,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,3068a40c0baf11ebab90acde48001122,inference,rescuable,2,0.0
2.0,2wiki,0.0,1.0,win,3089ea1808ad11ebbd83ac1f6bf848b6,bridge_comparison,rescuable,4,0.25
2.0,2wiki,0.0,2.0,tie,309ce3b708ee11ebbda8ac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,30a3f59308a411ebbd7cac1f6bf848b6,bridge_comparison,unreachable,4,0.0
2.0,2wiki,0.0,2.0,tie,310164a60bde11eba7f7acde48001122,compositional,unreachable,2,0.0
2.0,2wiki,0.0,1.0,tie,318dc4b408dc11ebbd9cac1f6bf848b6,bridge_comparison,rescuable,4,0.0
2.0,2wiki,0.0,1.0,win,318ebd55087f11ebbd6bac1f6bf848b6,bridge_comparison,rescuable,4,0.25
2.0,2wiki,0.0,2.0,tie,319d2cd00baf11ebab90acde48001122,inference,already_solved,2,0.0
2.0,2wiki,1.0,1.0,win,31df8b0a0bde11eba7f7acde48001122,compositional,rescuable,2,0.5
1.0,2wiki,0.0,1.0,tie,3215fe5608cf11ebbd94ac1f6bf848b6,comparison,already_solved,2,0.0
1.0,2wiki,1.0,0.0,win,32eca0e20bb011ebab90acde48001122,inference,rescuable,2,0.5
2.0,2wiki,0.0,2.0,tie,341401180bb011ebab90acde48001122,inference,already_solved,2,0.0
2.0,2wiki,1.0,1.0,win,347300820bb011ebab90acde48001122,inference,rescuable,2,0.5
2.0,2wiki,0.0,1.0,win,356ac558088e11ebbd70ac1f6bf848b6,bridge_comparison,rescuable,4,0.25
2.0,2wiki,1.0,1.0,win,35d462f40bdd11eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,1.0,1.0,win,360766220bdd11eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,0.0,2.0,tie,3630015a0baf11ebab90acde48001122,inference,rescuable,2,0.0
1.0,2wiki,0.0,1.0,tie,36810e1f088311ebbd6dac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,368e1a7c0bde11eba7f7acde48001122,compositional,already_solved,2,0.0
2.0,2wiki,1.0,1.0,win,36a793e40bde11eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,0.0,1.0,win,37379b99085411ebbd59ac1f6bf848b6,bridge_comparison,rescuable,4,0.25
2.0,2wiki,0.0,2.0,tie,37648fb2086e11ebbd62ac1f6bf848b6,bridge_comparison,rescuable,4,0.0
0.0,2wiki,0.0,0.0,tie,37ca471008e311ebbda4ac1f6bf848b6,comparison,already_solved,2,0.0
1.0,2wiki,0.0,1.0,tie,391186b00bdb11eba7f7acde48001122,compositional,already_solved,2,0.0
2.0,2wiki,0.0,1.0,win,3936b550089f11ebbd78ac1f6bf848b6,bridge_comparison,rescuable,4,0.25
2.0,2wiki,0.0,1.0,win,396b04e7089911ebbd77ac1f6bf848b6,bridge_comparison,rescuable,4,0.25
0.0,2wiki,0.0,0.0,tie,39f53b4a087b11ebbd67ac1f6bf848b6,comparison,unreachable,2,0.0
2.0,2wiki,0.0,2.0,tie,3a160a400bdb11eba7f7acde48001122,compositional,already_solved,2,0.0
2.0,2wiki,1.0,1.0,win,3ac46dd20baf11ebab90acde48001122,inference,rescuable,2,0.5
2.0,2wiki,0.0,2.0,tie,3b217d08088d11ebbd70ac1f6bf848b6,comparison,already_solved,2,0.0
0.0,2wiki,0.0,0.0,tie,3ba9c61608f811ebbdaaac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,3bb9590e0bb011ebab90acde48001122,inference,already_solved,2,0.0
1.0,2wiki,0.0,1.0,tie,3bb9c0740bb011ebab90acde48001122,inference,rescuable,2,0.0
2.0,2wiki,0.0,2.0,tie,3c23074c086211ebbd5dac1f6bf848b6,bridge_comparison,rescuable,4,0.0
2.0,2wiki,1.0,1.0,win,3cb273280bdc11eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,0.0,2.0,tie,3cc3895c08cf11ebbd94ac1f6bf848b6,bridge_comparison,rescuable,4,0.0
2.0,2wiki,1.0,1.0,win,3cc398b20bda11eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,0.0,2.0,tie,3cd45771086e11ebbd62ac1f6bf848b6,comparison,unreachable,2,0.0
2.0,2wiki,0.0,2.0,tie,3cd79ef40bdd11eba7f7acde48001122,compositional,rescuable,2,0.0
2.0,2wiki,0.0,2.0,tie,3cd8f03108f211ebbdaaac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,1.0,win,3cdf4a4608c711ebbd91ac1f6bf848b6,bridge_comparison,rescuable,4,0.25
2.0,2wiki,0.0,2.0,tie,3d2069fe0bb011ebab90acde48001122,inference,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,3d20c7000bb011ebab90acde48001122,inference,rescuable,2,0.0
1.0,2wiki,1.0,0.0,win,3d4662300bb011ebab90acde48001122,inference,rescuable,2,0.5
2.0,2wiki,0.0,2.0,tie,3d624700088311ebbd6dac1f6bf848b6,bridge_comparison,rescuable,4,0.0
2.0,2wiki,1.0,1.0,win,3e0d895e0bde11eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,0.0,1.0,tie,3f1b7d3b086c11ebbd61ac1f6bf848b6,bridge_comparison,rescuable,4,0.0
2.0,2wiki,0.0,2.0,tie,3f48bc400bb011ebab90acde48001122,inference,rescuable,2,0.0
2.0,2wiki,0.0,2.0,tie,3f55739a085611ebbd59ac1f6bf848b6,bridge_comparison,rescuable,4,0.0
0.0,2wiki,0.0,0.0,tie,3f6aea7c085911ebbd5bac1f6bf848b6,comparison,already_solved,2,0.0
1.0,2wiki,1.0,0.0,win,4019023c0bde11eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,0.0,2.0,tie,402d63d00bde11eba7f7acde48001122,compositional,rescuable,2,0.0
2.0,2wiki,0.0,2.0,tie,4040925c0bde11eba7f7acde48001122,compositional,rescuable,2,0.0
1.0,2wiki,1.0,0.0,win,40960ba40bdb11eba7f7acde48001122,compositional,rescuable,2,0.5
2.0,2wiki,0.0,2.0,tie,410c4a2e0bb011ebab90acde48001122,inference,rescuable,2,0.0
0.0,2wiki,0.0,0.0,tie,4139616c08d311ebbd96ac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,1.0,win,41454e30088d11ebbd70ac1f6bf848b6,bridge_comparison,rescuable,4,0.25
2.0,2wiki,1.0,1.0,win,421512620bdc11eba7f7acde48001122,compositional,rescuable,2,0.5
0.0,2wiki,0.0,0.0,tie,421ca5940bb011ebab90acde48001122,inference,already_solved,2,0.0
0.0,2wiki,0.0,0.0,tie,42228c2008cc11ebbd93ac1f6bf848b6,bridge_comparison,rescuable,4,0.0
2.0,2wiki,0.0,1.0,win,422bf7bc087011ebbd62ac1f6bf848b6,bridge_comparison,rescuable,4,0.25
2.0,2wiki,0.0,1.0,tie,4293552c0bb011ebab90acde48001122,inference,already_solved,2,0.0
1.0,2wiki,0.0,1.0,tie,42a1596708e911ebbda7ac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,42a4172a08bf11ebbd8aac1f6bf848b6,bridge_comparison,rescuable,4,0.0
2.0,2wiki,0.0,2.0,tie,42c7cfac08ac11ebbd82ac1f6bf848b6,comparison,already_solved,2,0.0
0.0,2wiki,0.0,0.0,tie,42eb225408d411ebbd96ac1f6bf848b6,bridge_comparison,rescuable,4,0.0
0.0,2wiki,0.0,0.0,tie,42fdf432084e11ebbd56ac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,1.0,1.0,win,435fa4de0bdc11eba7f7acde48001122,compositional,rescuable,2,0.5
0.0,2wiki,0.0,0.0,tie,43a0d7cd087d11ebbd6aac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,43d20e340baf11ebab90acde48001122,inference,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,43dd26de086211ebbd5dac1f6bf848b6,comparison,already_solved,2,0.0
2.0,2wiki,0.0,1.0,tie,44687d280bb011ebab90acde48001122,inference,already_solved,2,0.0
2.0,2wiki,0.0,2.0,tie,44da8153093011ebbdaeac1f6bf848b6,comparison,already_solved,2,0.0
0.0,2wiki,0.0,0.0,tie,45709660095311ebbdaeac1f6bf848b6,comparison,already_solved,2,0.0
0.0,2wiki,0.0,0.0,tie,457383ca0bdd11eba7f7acde48001122,compositional,rescuable,2,0.0
0.0,2wiki,0.0,0.0,tie,45af359408ab11ebbd82ac1f6bf848b6,comparison,already_solved,2,0.0
1.0,2wiki,0.0,0.0,win,45eb6a5408b611ebbd88ac1f6bf848b6,bridge_comparison,rescuable,4,0.25
